Date,Open,High,Low,Close,Volume
2007-03-01,20.516290268517057,20.57389692877141,20.516290268517057,20.54920768737793,4600
2007-03-02,20.59035787163689,20.787867107688903,20.532751207329703,20.540979385375977,2400
2007-03-05,20.664427263941903,20.68088519227288,20.656197514944356,20.672657012939453,1100
2007-03-06,20.656192779541016,20.656192779541016,20.656192779541016,20.656192779541016,400
2007-03-07,20.639734727252502,20.639734727252502,20.56566856774385,20.573898315429688,2800
2007-03-08,20.697344690267975,20.697344690267975,20.672657012939453,20.672657012939453,42200
2007-03-09,20.738491120611968,20.738491120611968,20.7055721282959,20.7055721282959,700
2007-03-12,20.639734268188477,20.639734268188477,20.639734268188477,20.639734268188477,200
2007-03-13,20.573899238021095,20.59035873413086,20.573899238021095,20.59035873413086,1100
2007-03-14,20.606817367057193,20.606817367057193,20.540979385375977,20.540979385375977,2000
2007-03-15,20.540979385375977,20.540979385375977,20.540979385375977,20.540979385375977,0
2007-03-16,20.458685382770256,20.483373056641284,20.458685382770256,20.46691513061523,4000
2007-03-19,20.466914734841556,20.573898315429688,20.466914734841556,20.573898315429688,2200
2007-03-20,20.475142384670836,20.475142384670836,20.450454711914062,20.450454711914062,1400
2007-03-21,20.392850875854492,20.392850875854492,20.392850875854492,20.392850875854492,200
2007-03-22,20.409308803418913,20.409308803418913,20.24471854012634,20.392850875854492,17500
2007-03-23,20.466915653354405,20.516292572021484,20.466915653354405,20.516292572021484,4100
2007-03-26,20.49983162709144,20.49983162709144,20.450454711914062,20.450454711914062,3100
2007-03-27,20.466915654078495,20.466915654078495,20.44222640991211,20.44222640991211,200
2007-03-28,20.40930741769026,20.450456157967572,20.40930741769026,20.44222640991211,3400
2007-03-29,20.46691513061523,20.46691513061523,20.46691513061523,20.46691513061523,100
2007-03-30,20.40930735622318,20.40930735622318,20.401079177856445,20.401079177856445,200
2007-04-02,20.43399521696699,20.450454711914062,20.376388554316073,20.450454711914062,4100
2007-04-03,20.4833750886272,20.4833750886272,20.47514533996582,20.47514533996582,5200
2007-04-04,20.450454711914062,20.450454711914062,20.450454711914062,20.450454711914062,500
2007-04-05,20.384618759155273,20.384618759155273,20.384618759155273,20.384618759155273,1100
2007-04-09,20.516292572021484,20.540980246523056,20.508062823966316,20.516292572021484,22700
2007-04-10,20.442224964440527,20.466914206861137,20.43399521696699,20.450454711914062,30500
2007-04-11,20.450454711914062,20.787866510009863,20.425765469493456,20.450454711914062,172000
2007-04-12,20.392847516803897,20.392847516803897,20.32701110839844,20.32701110839844,8900
2007-04-13,20.294091657833366,20.33523882352708,20.277632163690377,20.31878089904785,8300
2007-04-16,20.318786172041857,20.318786172041857,20.23649024963379,20.23649024963379,22600
2007-04-17,20.244715720521995,20.244715720521995,20.203566983181847,20.228256225585938,23600
2007-04-18,20.178879831505064,20.21179725256335,20.129501345421826,20.203567504882812,18300
2007-04-19,20.195339326866144,20.21179725256335,20.17065008382453,20.203567504882812,26800
2007-04-20,20.203565587857987,20.203565587857987,20.104811764389556,20.129499435424805,24200
2007-04-23,20.26940767679852,20.26940767679852,20.203571252804895,20.23649024963379,29300
2007-04-24,20.23648695783896,20.269404379649135,20.162420796686185,20.2117977142334,42300
2007-04-25,20.19533636978207,20.203564546593935,20.162417383880044,20.178876876831055,7600
